text,emotion
I'm resentful of how much is expected of me.,angry
Everything feels pointless and meaningless.,sad
I don't know how I'll manage everything this week.,anxious
I've stopped reaching out to friends.,sad
I had a regular day attending classes and studying.,neutral
I feel broken and don't know how to fix myself.,sad
Finished my reading for today and went for a walk.,neutral
Everything and everyone is annoying me today.,angry
I'm struggling to find any reason to keep going.,sad
I'm sick of pretending everything is fine.,angry
Participated in a webinar related to my course.,neutral
I'm done with people dismissing my feelings.,angry
Worked on a coding exercise for a few hours calmly.,neutral
I'm so frustrated with the unfair grading system.,angry
Submitted a small assignment and reviewed feedback.,neutral
Nobody respects my time or boundaries.,angry
I can't stop worrying about my upcoming exams.,anxious
I feel like I'm being treated unfairly.,angry
I feel like I'm drowning in sadness.,sad
Today was uneventful; just routine study and rest.,neutral
Life feels grey and colorless right now.,sad
Worked on a coding exercise for a few hours calmly.,neutral
Finished my reading for today and went for a walk.,neutral
I keep catastrophizing even small problems.,anxious
"I cooked dinner, studied for an hour, then relaxed.",neutral
I feel paralyzed by the amount of work I have.,anxious
I'm scared I'll fail and disappoint everyone.,anxious
I can't stand the constant pressure being put on me.,angry
Nobody respects my time or boundaries.,angry
I get angry just thinking about the injustice.,angry
I feel like something bad is about to happen.,anxious
I feel like a burden to everyone around me.,sad
Why do I have to suffer while others have it easy?,angry
Completed my assignment and took a lunch break.,neutral
I'm scared I'll fail and disappoint everyone.,anxious
I've stopped reaching out to friends.,sad
I'm furious about the amount of work assigned.,angry
Submitted a small assignment and reviewed feedback.,neutral
Worked on a coding exercise for a few hours calmly.,neutral
My mind won't stop racing with what-ifs.,anxious
I'm done with people dismissing my feelings.,angry
Organized my study schedule for the coming week.,neutral
I feel completely hopeless about my future.,sad
Submitted a small assignment and reviewed feedback.,neutral
I feel so alone even when surrounded by people.,sad
Worked on a coding exercise for a few hours calmly.,neutral
I'm done with people dismissing my feelings.,angry
I feel uneasy and restless all the time.,anxious
I hate feeling like I have no control over my life.,angry
Everything and everyone is annoying me today.,angry
Caught up on emails and updated my planner.,neutral
Organized my study schedule for the coming week.,neutral
Watched a lecture online and made some notes.,neutral
I feel completely hopeless about my future.,sad
Organized my study schedule for the coming week.,neutral
Worked on a coding exercise for a few hours calmly.,neutral
The pressure is making it hard to breathe.,anxious
Met a friend for coffee and caught up on life.,neutral
I hate feeling like I have no control over my life.,angry
I feel like something bad is about to happen.,anxious
I hate feeling like I have no control over my life.,angry
"I cooked dinner, studied for an hour, then relaxed.",neutral
The system is broken and nobody cares to fix it.,angry
Participated in a webinar related to my course.,neutral
I feel broken and don't know how to fix myself.,sad
I hate feeling like I have no control over my life.,angry
I feel like something bad is about to happen.,anxious
I feel like a burden to everyone around me.,sad
I've lost all motivation to study or socialize.,sad
Participated in a webinar related to my course.,neutral
Went to the library and worked on my project.,neutral
I can't focus because I'm always worried.,anxious
I feel paralyzed by the amount of work I have.,anxious
I don't have the energy to do anything.,sad
I can't stop worrying about my upcoming exams.,anxious
I feel uneasy and restless all the time.,anxious
I feel uneasy and restless all the time.,anxious
I spend most days feeling numb and disconnected.,sad
I feel like screaming out of sheer frustration.,angry
I'm resentful of how much is expected of me.,angry
I'm sick of pretending everything is fine.,angry
I'm done with people dismissing my feelings.,angry
Spent the evening reading and listening to music.,neutral
I feel invisible and unimportant.,sad
My professors never listen to what students need.,angry
I feel like screaming out of sheer frustration.,angry
I've stopped reaching out to friends.,sad
The system is broken and nobody cares to fix it.,angry
Nothing seems to bring me joy anymore.,sad
My heart races whenever I think about deadlines.,anxious
I had a regular day attending classes and studying.,neutral
I'm struggling to find any reason to keep going.,sad
Why do I have to suffer while others have it easy?,angry
"I'm irritable, snapping at my friends for no reason.",angry
"Had an average day, nothing particularly good or bad.",neutral
I'm so frustrated with the unfair grading system.,angry
Spent the evening reading and listening to music.,neutral
I feel like I'm drowning in sadness.,sad
I had a regular day attending classes and studying.,neutral
"I'm irritable, snapping at my friends for no reason.",angry
Caught up on emails and updated my planner.,neutral
I feel so alone even when surrounded by people.,sad
I feel so alone even when surrounded by people.,sad
I'm fed up with being the responsible one.,angry
I can't focus because I'm always worried.,anxious
I've lost all motivation to study or socialize.,sad
I hate feeling like I have no control over my life.,angry
I feel like screaming out of sheer frustration.,angry
"I feel empty inside, like something is missing.",sad
I'm furious about the amount of work assigned.,angry
I get angry just thinking about the injustice.,angry
I wish someone understood what I'm going through.,sad
My classmates don't pull their weight in group work.,angry
I'm so frustrated with the unfair grading system.,angry
I get angry just thinking about the injustice.,angry
"Had breakfast, attended class, did some exercise.",neutral
Why do I have to suffer while others have it easy?,angry
Caught up on emails and updated my planner.,neutral
The system is broken and nobody cares to fix it.,angry
Nobody respects my time or boundaries.,angry
I hate feeling like I have no control over my life.,angry
Watched a lecture online and made some notes.,neutral
Caught up on emails and updated my planner.,neutral
Nobody respects my time or boundaries.,angry
My grades are slipping and I feel like a failure.,sad
I spend most days feeling numb and disconnected.,sad
I'm fed up with being the responsible one.,angry
Worked on a coding exercise for a few hours calmly.,neutral
I'm furious about the amount of work assigned.,angry
I feel so alone even when surrounded by people.,sad
I feel broken and don't know how to fix myself.,sad
I can't stop worrying about my upcoming exams.,anxious
Everything and everyone is annoying me today.,angry
Reviewed notes from lecture and planned my week.,neutral
I'm fed up with being the responsible one.,angry
Met a friend for coffee and caught up on life.,neutral
I get panic attacks whenever exams approach.,anxious
I feel completely hopeless about my future.,sad
I'm scared I'll fail and disappoint everyone.,anxious
I feel so alone even when surrounded by people.,sad
I feel like I'm being treated unfairly.,angry
Completed my assignment and took a lunch break.,neutral
I'm struggling to find any reason to keep going.,sad
I feel like something bad is about to happen.,anxious
My mind won't stop racing with what-ifs.,anxious
I can't remember the last time I smiled genuinely.,sad
I can't focus because I'm always worried.,anxious
"I cooked dinner, studied for an hour, then relaxed.",neutral
I've lost all motivation to study or socialize.,sad
I can't stand the constant pressure being put on me.,angry
I feel completely hopeless about my future.,sad
I feel exploited and unappreciated.,angry
Today was uneventful; just routine study and rest.,neutral
"I cooked dinner, studied for an hour, then relaxed.",neutral
I miss feeling happy and carefree.,sad
"I'm irritable, snapping at my friends for no reason.",angry
I feel uneasy and restless all the time.,anxious
I feel broken and don't know how to fix myself.,sad
Met a friend for coffee and caught up on life.,neutral
I can't stop worrying about my upcoming exams.,anxious
Watched a lecture online and made some notes.,neutral
"Had an average day, nothing particularly good or bad.",neutral
Caught up on emails and updated my planner.,neutral
Why do I have to suffer while others have it easy?,angry
I keep catastrophizing even small problems.,anxious
I keep catastrophizing even small problems.,anxious
Everything and everyone is annoying me today.,angry
I feel a constant sense of dread.,anxious
I'm furious about the amount of work assigned.,angry
I've been crying a lot without knowing why.,sad
I'm sick of pretending everything is fine.,angry
Did some chores and reviewed last week's material.,neutral
I wish someone understood what I'm going through.,sad
I'm done with people dismissing my feelings.,angry
Everything feels overwhelming and out of control.,anxious
Watched a lecture online and made some notes.,neutral
I feel completely hopeless about my future.,sad
My mind won't stop racing with what-ifs.,anxious
The anxiety is affecting my physical health now.,anxious
Today was uneventful; just routine study and rest.,neutral
I feel so alone even when surrounded by people.,sad
Finished my reading for today and went for a walk.,neutral
My grades are slipping and I feel like a failure.,sad
I feel like I'm drowning in sadness.,sad
I'm struggling to find any reason to keep going.,sad
I can't focus because I'm always worried.,anxious
I feel like I'm drowning in sadness.,sad
I'm sick of pretending everything is fine.,angry
I get panic attacks whenever exams approach.,anxious
I spend most days feeling numb and disconnected.,sad
"Had breakfast, attended class, did some exercise.",neutral
I spend most days feeling numb and disconnected.,sad
Completed my assignment and took a lunch break.,neutral
My heart races whenever I think about deadlines.,anxious
My heart races whenever I think about deadlines.,anxious
I feel like screaming out of sheer frustration.,angry
I've been crying a lot without knowing why.,sad
I'm so frustrated with the unfair grading system.,angry
"I feel empty inside, like something is missing.",sad
Nothing seems to bring me joy anymore.,sad
I can't stand the constant pressure being put on me.,angry
Today was uneventful; just routine study and rest.,neutral
Spent the evening reading and listening to music.,neutral
I'm terrified of making mistakes in front of others.,anxious
I spend most days feeling numb and disconnected.,sad
Everything and everyone is annoying me today.,angry
I feel exploited and unappreciated.,angry
Worked on a coding exercise for a few hours calmly.,neutral
Nobody respects my time or boundaries.,angry
Completed my assignment and took a lunch break.,neutral
My heart races whenever I think about deadlines.,anxious
Completed my assignment and took a lunch break.,neutral
I feel completely hopeless about my future.,sad
I'm fed up with being the responsible one.,angry
Helped a classmate understand a difficult concept.,neutral
"Had an average day, nothing particularly good or bad.",neutral
I don't have the energy to do anything.,sad
I get angry just thinking about the injustice.,angry
I'm done with people dismissing my feelings.,angry
Worked on a coding exercise for a few hours calmly.,neutral
I feel uneasy and restless all the time.,anxious
I don't know how I'll manage everything this week.,anxious
"I cooked dinner, studied for an hour, then relaxed.",neutral
I spend most days feeling numb and disconnected.,sad
Did some chores and reviewed last week's material.,neutral
I've been crying a lot without knowing why.,sad
I'm terrified of making mistakes in front of others.,anxious
I feel like a burden to everyone around me.,sad
I had a regular day attending classes and studying.,neutral
My heart races whenever I think about deadlines.,anxious
The anxiety is affecting my physical health now.,anxious
I miss feeling happy and carefree.,sad
Finished my reading for today and went for a walk.,neutral
I spend most days feeling numb and disconnected.,sad
I'm sick of pretending everything is fine.,angry
I'm sick of pretending everything is fine.,angry
"I feel empty inside, like something is missing.",sad
I can't stand the constant pressure being put on me.,angry
Every little thing stresses me out lately.,anxious
Today was uneventful; just routine study and rest.,neutral
I'm furious about the amount of work assigned.,angry
Every little thing stresses me out lately.,anxious
Everything and everyone is annoying me today.,angry
I feel like something bad is about to happen.,anxious
Organized my study schedule for the coming week.,neutral
Everything and everyone is annoying me today.,angry
I spend most days feeling numb and disconnected.,sad
I can't remember the last time I smiled genuinely.,sad
I hate feeling like I have no control over my life.,angry
I feel completely hopeless about my future.,sad
